cs_week_beg_dt,country,channel_type,l1_topic,sr_cnt,csat_sum,csat_response_cnt,rsltn_cnt,rsltn_response_cnt
2026-05-18,DE,Chat,Account Access,56,52,13,52,40
2026-05-18,DE,Email,Account Access,34,27,7,32,23
2026-05-18,DE,Phone,Buyer & Seller Disputes,56,41,11,48,33
2026-05-18,DE,Chat,Buyer & Seller Disputes,46,37,10,43,30
2026-05-18,DE,Email,Buyer & Seller Disputes,25,21,6,22,14
2026-05-25,US,Phone,Returns & Refunds,710,735,184,623,487
2026-05-25,US,Chat,Returns & Refunds,552,578,143,475,360
2026-05-25,US,Email,Returns & Refunds,320,237,61,292,196
2026-05-25,US,Phone,Shipping & Delivery,643,588,143,586,455
2026-05-25,US,Chat,Shipping & Delivery,498,413,101,448,341
2026-05-25,US,Email,Shipping & Delivery,286,287,73,248,177
2026-05-25,US,Phone,Payments & Payouts,443,421,104,402,316
2026-05-25,US,Chat,Payments & Payouts,364,284,71,325,245
2026-05-25,US,Email,Payments & Payouts,196,141,36,183,130
2026-05-25,US,Phone,Listing & Selling,421,343,81,362,303
2026-05-25,US,Chat,Listing & Selling,332,287,68,302,246
2026-05-25,US,Email,Listing & Selling,190,160,39,170,132
2026-05-25,US,Phone,Account Access,311,329,80,272,224
2026-05-25,US,Chat,Account Access,246,200,48,224,178
2026-05-25,US,Email,Account Access,141,115,29,132,97
2026-05-25,US,Phone,Buyer & Seller Disputes,246,180,47,224,161
2026-05-25,US,Chat,Buyer & Seller Disputes,192,164,43,173,124
2026-05-25,US,Email,Buyer & Seller Disputes,114,78,21,103,65
2026-05-25,UK,Phone,Returns & Refunds,237,218,54,215,161
2026-05-25,UK,Chat,Returns & Refunds,200,167,42,185,139
2026-05-25,UK,Email,Returns & Refunds,111,85,22,104,71
2026-05-25,UK,Phone,Shipping & Delivery,229,198,49,198,156
2026-05-25,UK,Chat,Shipping & Delivery,171,160,40,157,118
2026-05-25,UK,Email,Shipping & Delivery,105,90,23,93,64
2026-05-25,UK,Phone,Payments & Payouts,165,132,33,154,115
2026-05-25,UK,Chat,Payments & Payouts,125,108,27,117,88
2026-05-25,UK,Email,Payments & Payouts,78,57,15,73,50
2026-05-25,UK,Phone,Listing & Selling,154,142,34,143,119
2026-05-25,UK,Chat,Listing & Selling,119,114,27,108,88
2026-05-25,UK,Email,Listing & Selling,68,53,13,63,47
2026-05-25,UK,Phone,Account Access,131,121,29,116,95
2026-05-25,UK,Chat,Account Access,99,98,24,88,71
2026-05-25,UK,Email,Account Access,56,43,11,49,37
2026-05-25,UK,Phone,Buyer & Seller Disputes,94,83,22,84,60
2026-05-25,UK,Chat,Buyer & Seller Disputes,68,61,16,61,43
2026-05-25,UK,Email,Buyer & Seller Disputes,40,36,10,37,23
2026-05-25,DE,Phone,Returns & Refunds,171,140,36,150,110
2026-05-25,DE,Chat,Returns & Refunds,138,126,32,129,90
2026-05-25,DE,Email,Returns & Refunds,73,60,16,64,41
2026-05-25,DE,Phone,Shipping & Delivery,146,145,37,133,103
2026-05-25,DE,Chat,Shipping & Delivery,113,101,26,100,72
2026-05-25,DE,Email,Shipping & Delivery,66,45,12,59,40
2026-05-25,DE,Phone,Payments & Payouts,99,95,24,91,68
2026-05-25,DE,Chat,Payments & Payouts,81,62,16,70,52
2026-05-25,DE,Email,Payments & Payouts,49,35,9,44,29
2026-05-25,DE,Phone,Listing & Selling,96,93,23,87,72
2026-05-25,DE,Chat,Listing & Selling,70,56,14,64,51
2026-05-25,DE,Email,Listing & Selling,43,31,8,38,29
2026-05-25,DE,Phone,Account Access,81,61,15,76,61
2026-05-25,DE,Chat,Account Access,59,48,12,52,40
2026-05-25,DE,Email,Account Access,37,35,9,33,23
2026-05-25,DE,Phone,Buyer & Seller Disputes,65,57,15,58,42
2026-05-25,DE,Chat,Buyer & Seller Disputes,47,45,12,41,28
2026-05-25,DE,Email,Buyer & Seller Disputes,27,18,5,25,16
2026-06-01,US,Phone,Returns & Refunds,699,668,166,603,462
2026-06-01,US,Chat,Returns & Refunds,547,569,141,511,387
2026-06-01,US,Email,Returns & Refunds,311,310,80,280,193
2026-06-01,US,Phone,Shipping & Delivery,575,585,144,534,415
2026-06-01,US,Chat,Shipping & Delivery,448,410,101,419,330
2026-06-01,US,Email,Shipping & Delivery,235,220,56,218,155
2026-06-01,US,Phone,Payments & Payouts,414,329,82,357,282
2026-06-01,US,Chat,Payments & Payouts,333,336,83,296,228
2026-06-01,US,Email,Payments & Payouts,182,139,36,163,113
2026-06-01,US,Phone,Listing & Selling,387,337,80,360,311
2026-06-01,US,Chat,Listing & Selling,314,253,61,293,238
2026-06-01,US,Email,Listing & Selling,187,174,43,166,129
2026-06-01,US,Phone,Account Access,329,354,84,292,240
2026-06-01,US,Chat,Account Access,271,221,54,240,190
2026-06-01,US,Email,Account Access,148,124,31,135,104
2026-06-01,US,Phone,Buyer & Seller Disputes,253,218,56,237,173
2026-06-01,US,Chat,Buyer & Seller Disputes,195,165,43,177,123
2026-06-01,US,Email,Buyer & Seller Disputes,113,90,24,102,66
2026-06-01,UK,Phone,Returns & Refunds,261,204,51,225,167
2026-06-01,UK,Chat,Returns & Refunds,209,189,47,187,139
2026-06-01,UK,Email,Returns & Refunds,114,104,27,100,67
2026-06-01,UK,Phone,Shipping & Delivery,235,220,55,220,168
2026-06-01,UK,Chat,Shipping & Delivery,183,167,42,166,124
2026-06-01,UK,Email,Shipping & Delivery,99,92,24,92,63
2026-06-01,UK,Phone,Payments & Payouts,158,142,35,139,108
2026-06-01,UK,Chat,Payments & Payouts,124,111,28,114,85
2026-06-01,UK,Email,Payments & Payouts,73,55,14,65,44
2026-06-01,UK,Phone,Listing & Selling,155,144,34,138,114
2026-06-01,UK,Chat,Listing & Selling,126,116,28,109,89
2026-06-01,UK,Email,Listing & Selling,69,48,12,60,46
2026-06-01,UK,Phone,Account Access,124,119,29,109,90
2026-06-01,UK,Chat,Account Access,96,99,24,86,67
2026-06-01,UK,Email,Account Access,53,52,13,47,34
2026-06-01,UK,Phone,Buyer & Seller Disputes,96,95,25,83,58
2026-06-01,UK,Chat,Buyer & Seller Disputes,70,64,17,64,44
2026-06-01,UK,Email,Buyer & Seller Disputes,41,33,9,36,23
2026-06-01,DE,Phone,Returns & Refunds,161,152,39,151,109
2026-06-01,DE,Chat,Returns & Refunds,123,120,31,106,77
2026-06-01,DE,Email,Returns & Refunds,70,67,18,65,43
2026-06-01,DE,Phone,Shipping & Delivery,120,102,26,103,80
2026-06-01,DE,Chat,Shipping & Delivery,100,79,20,94,70
2026-06-01,DE,Email,Shipping & Delivery,55,46,12,48,32
2026-06-01,DE,Phone,Payments & Payouts,89,78,20,79,60
2026-06-01,DE,Chat,Payments & Payouts,74,64,16,67,50
2026-06-01,DE,Email,Payments & Payouts,43,34,9,37,25
2026-06-01,DE,Phone,Listing & Selling,83,62,15,77,63
2026-06-01,DE,Chat,Listing & Selling,68,58,14,63,52
2026-06-01,DE,Email,Listing & Selling,37,35,9,35,26
2026-06-01,DE,Phone,Account Access,68,53,13,61,49
2026-06-01,DE,Chat,Account Access,55,52,13,50,39
2026-06-01,DE,Email,Account Access,30,19,5,28,20
2026-06-01,DE,Phone,Buyer & Seller Disputes,55,45,12,48,34
2026-06-01,DE,Chat,Buyer & Seller Disputes,45,41,11,42,28
2026-06-01,DE,Email,Buyer & Seller Disputes,26,18,5,23,14
2026-06-08,US,Phone,Returns & Refunds,643,596,148,594,447
2026-06-08,US,Chat,Returns & Refunds,523,492,121,480,365
2026-06-08,US,Email,Returns & Refunds,295,215,55,271,187
2026-06-08,US,Phone,Shipping & Delivery,585,590,143,521,415
2026-06-08,US,Chat,Shipping & Delivery,437,332,81,383,293
2026-06-08,US,Email,Shipping & Delivery,261,242,62,225,161
2026-06-08,US,Phone,Payments & Payouts,418,380,92,387,298
2026-06-08,US,Chat,Payments & Payouts,336,272,68,314,240
2026-06-08,US,Email,Payments & Payouts,178,138,35,157,113
2026-06-08,US,Phone,Listing & Selling,374,290,68,343,292
2026-06-08,US,Chat,Listing & Selling,296,243,57,266,221
2026-06-08,US,Email,Listing & Selling,176,157,38,156,123
2026-06-08,US,Phone,Account Access,336,302,72,306,254
2026-06-08,US,Chat,Account Access,250,229,55,228,186
2026-06-08,US,Email,Account Access,138,101,25,129,98
2026-06-08,US,Phone,Buyer & Seller Disputes,230,219,57,206,149
2026-06-08,US,Chat,Buyer & Seller Disputes,187,186,48,163,116
2026-06-08,US,Email,Buyer & Seller Disputes,100,82,22,92,60
2026-06-08,UK,Phone,Returns & Refunds,258,192,48,225,172
2026-06-08,UK,Chat,Returns & Refunds,203,157,39,179,131
2026-06-08,UK,Email,Returns & Refunds,118,96,25,109,74
2026-06-08,UK,Phone,Shipping & Delivery,207,207,51,190,147
2026-06-08,UK,Chat,Shipping & Delivery,156,117,29,145,112
2026-06-08,UK,Email,Shipping & Delivery,86,73,19,78,54
2026-06-08,UK,Phone,Payments & Payouts,168,124,31,154,117
2026-06-08,UK,Chat,Payments & Payouts,131,105,26,113,83
2026-06-08,UK,Email,Payments & Payouts,72,57,15,65,43
2026-06-08,UK,Phone,Listing & Selling,160,156,37,145,122
2026-06-08,UK,Chat,Listing & Selling,118,109,26,103,84
2026-06-08,UK,Email,Listing & Selling,70,60,15,65,49
2026-06-08,UK,Phone,Account Access,108,100,24,98,81
2026-06-08,UK,Chat,Account Access,89,94,23,80,63
2026-06-08,UK,Email,Account Access,49,40,10,43,33
2026-06-08,UK,Phone,Buyer & Seller Disputes,94,84,22,82,59
2026-06-08,UK,Chat,Buyer & Seller Disputes,71,69,18,62,43
2026-06-08,UK,Email,Buyer & Seller Disputes,42,33,9,39,25
2026-06-08,DE,Phone,Returns & Refunds,151,139,35,138,103
2026-06-08,DE,Chat,Returns & Refunds,118,99,25,109,79
2026-06-08,DE,Email,Returns & Refunds,64,46,12,59,38
2026-06-08,DE,Phone,Shipping & Delivery,129,99,25,119,88
2026-06-08,DE,Chat,Shipping & Delivery,103,87,22,89,68
2026-06-08,DE,Email,Shipping & Delivery,56,53,14,51,35
2026-06-08,DE,Phone,Payments & Payouts,108,87,22,95,71
2026-06-08,DE,Chat,Payments & Payouts,85,64,16,74,53
2026-06-08,DE,Email,Payments & Payouts,47,34,9,41,27
2026-06-08,DE,Phone,Listing & Selling,94,74,18,81,66
2026-06-08,DE,Chat,Listing & Selling,67,62,15,60,48
2026-06-08,DE,Email,Listing & Selling,42,40,10,39,28
2026-06-08,DE,Phone,Account Access,74,66,16,67,52
2026-06-08,DE,Chat,Account Access,57,61,15,53,40
2026-06-08,DE,Email,Account Access,34,28,7,30,22
2026-06-08,DE,Phone,Buyer & Seller Disputes,55,49,13,48,34
2026-06-08,DE,Chat,Buyer & Seller Disputes,46,33,9,43,30
2026-06-08,DE,Email,Buyer & Seller Disputes,26,22,6,24,15
2026-06-15,US,Phone,Returns & Refunds,789,700,174,703,547
2026-06-15,US,Chat,Returns & Refunds,567,471,118,503,375
2026-06-15,US,Email,Returns & Refunds,325,263,67,298,211
2026-06-15,US,Phone,Shipping & Delivery,631,582,142,591,460
2026-06-15,US,Chat,Shipping & Delivery,477,469,115,417,320
2026-06-15,US,Email,Shipping & Delivery,295,276,70,274,193
2026-06-15,US,Phone,Payments & Payouts,459,439,106,416,330
2026-06-15,US,Chat,Payments & Payouts,347,351,87,316,241
2026-06-15,US,Email,Payments & Payouts,207,166,42,194,139
2026-06-15,US,Phone,Listing & Selling,408,329,78,382,331
2026-06-15,US,Chat,Listing & Selling,313,241,57,278,234
2026-06-15,US,Email,Listing & Selling,166,140,34,150,116
2026-06-15,US,Phone,Account Access,332,279,67,308,254
2026-06-15,US,Chat,Account Access,263,257,61,241,192
2026-06-15,US,Email,Account Access,151,113,28,131,99
2026-06-15,US,Phone,Buyer & Seller Disputes,243,171,44,214,153
2026-06-15,US,Chat,Buyer & Seller Disputes,194,156,41,169,123
2026-06-15,US,Email,Buyer & Seller Disputes,107,74,20,93,61
2026-06-15,UK,Phone,Returns & Refunds,260,253,62,239,177
2026-06-15,UK,Chat,Returns & Refunds,192,139,35,178,134
2026-06-15,UK,Email,Returns & Refunds,109,104,27,100,66
2026-06-15,UK,Phone,Shipping & Delivery,219,180,44,204,159
2026-06-15,UK,Chat,Shipping & Delivery,160,167,41,141,107
2026-06-15,UK,Email,Shipping & Delivery,95,70,18,86,59
2026-06-15,UK,Phone,Payments & Payouts,177,156,38,163,126
2026-06-15,UK,Chat,Payments & Payouts,131,118,29,122,91
2026-06-15,UK,Email,Payments & Payouts,79,62,16,74,50
2026-06-15,UK,Phone,Listing & Selling,165,131,31,143,118
2026-06-15,UK,Chat,Listing & Selling,120,129,31,112,91
2026-06-15,UK,Email,Listing & Selling,73,73,18,63,47
2026-06-15,UK,Phone,Account Access,113,105,25,106,85
2026-06-15,UK,Chat,Account Access,90,77,19,84,67
2026-06-15,UK,Email,Account Access,50,47,12,45,33
2026-06-15,UK,Phone,Buyer & Seller Disputes,95,77,20,84,59
2026-06-15,UK,Chat,Buyer & Seller Disputes,76,68,18,71,50
2026-06-15,UK,Email,Buyer & Seller Disputes,40,33,9,36,23
2026-06-15,DE,Phone,Returns & Refunds,168,144,36,150,111
2026-06-15,DE,Chat,Returns & Refunds,133,134,34,122,88
2026-06-15,DE,Email,Returns & Refunds,78,72,19,72,49
2026-06-15,DE,Phone,Shipping & Delivery,136,100,25,127,97
2026-06-15,DE,Chat,Shipping & Delivery,107,88,22,96,71
2026-06-15,DE,Email,Shipping & Delivery,57,54,14,53,35
2026-06-15,DE,Phone,Payments & Payouts,100,94,24,88,66
2026-06-15,DE,Chat,Payments & Payouts,73,51,13,64,48
2026-06-15,DE,Email,Payments & Payouts,45,42,11,42,28
2026-06-15,DE,Phone,Listing & Selling,91,75,18,85,70
2026-06-15,DE,Chat,Listing & Selling,73,70,17,64,51
2026-06-15,DE,Email,Listing & Selling,42,36,9,39,29
2026-06-15,DE,Phone,Account Access,81,61,15,72,56
2026-06-15,DE,Chat,Account Access,58,45,11,54,42
2026-06-15,DE,Email,Account Access,36,35,9,33,24
2026-06-15,DE,Phone,Buyer & Seller Disputes,54,41,11,49,34
2026-06-15,DE,Chat,Buyer & Seller Disputes,43,30,8,38,26
2026-06-15,DE,Email,Buyer & Seller Disputes,25,18,5,22,14
2026-06-22,US,Phone,Returns & Refunds,851,861,212,766,606
2026-06-22,US,Chat,Returns & Refunds,647,666,164,595,437
2026-06-22,US,Email,Returns & Refunds,351,274,69,303,214
2026-06-22,US,Phone,Shipping & Delivery,608,515,127,531,420
2026-06-22,US,Chat,Shipping & Delivery,463,463,112,417,326
2026-06-22,US,Email,Shipping & Delivery,267,250,64,233,171
2026-06-22,US,Phone,Payments & Payouts,459,473,116,430,329
2026-06-22,US,Chat,Payments & Payouts,360,335,82,323,251
2026-06-22,US,Email,Payments & Payouts,215,205,52,185,133
2026-06-22,US,Phone,Listing & Selling,407,436,102,354,306
2026-06-22,US,Chat,Listing & Selling,294,250,60,272,228
2026-06-22,US,Email,Listing & Selling,185,143,35,159,126
2026-06-22,US,Phone,Account Access,367,364,88,317,265
2026-06-22,US,Chat,Account Access,276,251,60,259,209
2026-06-22,US,Email,Account Access,157,137,34,138,104
2026-06-22,US,Phone,Buyer & Seller Disputes,243,188,48,221,166
2026-06-22,US,Chat,Buyer & Seller Disputes,194,167,43,169,121
2026-06-22,US,Email,Buyer & Seller Disputes,105,86,23,98,65
2026-06-22,UK,Phone,Returns & Refunds,262,196,49,229,175
2026-06-22,UK,Chat,Returns & Refunds,204,175,44,180,136
2026-06-22,UK,Email,Returns & Refunds,112,81,21,98,65
2026-06-22,UK,Phone,Shipping & Delivery,228,217,54,208,159
2026-06-22,UK,Chat,Shipping & Delivery,177,163,41,166,125
2026-06-22,UK,Email,Shipping & Delivery,97,87,22,89,62
2026-06-22,UK,Phone,Payments & Payouts,155,138,34,141,110
2026-06-22,UK,Chat,Payments & Payouts,131,110,27,121,89
2026-06-22,UK,Email,Payments & Payouts,73,62,16,63,43
2026-06-22,UK,Phone,Listing & Selling,147,149,35,138,113
2026-06-22,UK,Chat,Listing & Selling,113,97,23,102,83
2026-06-22,UK,Email,Listing & Selling,65,53,13,58,43
2026-06-22,UK,Phone,Account Access,129,132,32,111,93
2026-06-22,UK,Chat,Account Access,96,92,22,84,67
2026-06-22,UK,Email,Account Access,58,56,14,52,38
2026-06-22,UK,Phone,Buyer & Seller Disputes,83,80,21,73,53
2026-06-22,UK,Chat,Buyer & Seller Disputes,69,56,15,60,43
2026-06-22,UK,Email,Buyer & Seller Disputes,40,36,10,35,22
2026-06-22,DE,Phone,Returns & Refunds,170,133,34,155,113
2026-06-22,DE,Chat,Returns & Refunds,131,114,29,123,89
2026-06-22,DE,Email,Returns & Refunds,74,73,19,67,44
2026-06-22,DE,Phone,Shipping & Delivery,138,114,29,129,99
2026-06-22,DE,Chat,Shipping & Delivery,103,98,25,92,70
2026-06-22,DE,Email,Shipping & Delivery,63,54,14,57,40
2026-06-22,DE,Phone,Payments & Payouts,94,68,17,87,66
2026-06-22,DE,Chat,Payments & Payouts,75,67,17,68,49
2026-06-22,DE,Email,Payments & Payouts,41,34,9,36,24
2026-06-22,DE,Phone,Listing & Selling,100,78,19,89,73
2026-06-22,DE,Chat,Listing & Selling,75,79,19,69,55
2026-06-22,DE,Email,Listing & Selling,45,40,10,40,30
2026-06-22,DE,Phone,Account Access,77,61,15,72,57
2026-06-22,DE,Chat,Account Access,58,49,12,54,42
2026-06-22,DE,Email,Account Access,31,24,6,27,19
2026-06-22,DE,Phone,Buyer & Seller Disputes,59,41,11,53,37
2026-06-22,DE,Chat,Buyer & Seller Disputes,46,33,9,43,29
2026-06-22,DE,Email,Buyer & Seller Disputes,26,18,5,24,15
2026-06-29,US,Phone,Returns & Refunds,709,725,178,637,488
2026-06-29,US,Chat,Returns & Refunds,550,547,133,493,365
2026-06-29,US,Email,Returns & Refunds,322,315,81,282,191
2026-06-29,US,Phone,Shipping & Delivery,586,487,120,514,411
2026-06-29,US,Chat,Shipping & Delivery,460,450,109,423,328
2026-06-29,US,Email,Shipping & Delivery,248,232,59,230,168
2026-06-29,US,Phone,Payments & Payouts,477,436,106,425,337
2026-06-29,US,Chat,Payments & Payouts,349,269,67,304,228
2026-06-29,US,Email,Payments & Payouts,201,168,43,186,133
2026-06-29,US,Phone,Listing & Selling,407,368,86,350,303
2026-06-29,US,Chat,Listing & Selling,311,328,78,273,231
2026-06-29,US,Email,Listing & Selling,177,157,38,156,122
2026-06-29,US,Phone,Account Access,334,295,71,291,238
2026-06-29,US,Chat,Account Access,262,227,54,244,196
2026-06-29,US,Email,Account Access,150,119,29,139,104
2026-06-29,US,Phone,Buyer & Seller Disputes,237,208,53,214,161
2026-06-29,US,Chat,Buyer & Seller Disputes,193,159,41,171,123
2026-06-29,US,Email,Buyer & Seller Disputes,108,88,24,101,65
2026-06-29,UK,Phone,Returns & Refunds,245,247,61,225,172
2026-06-29,UK,Chat,Returns & Refunds,188,169,42,175,130
2026-06-29,UK,Email,Returns & Refunds,110,78,20,100,68
2026-06-29,UK,Phone,Shipping & Delivery,240,236,57,206,157
2026-06-29,UK,Chat,Shipping & Delivery,187,188,47,166,127
2026-06-29,UK,Email,Shipping & Delivery,102,73,19,93,66
2026-06-29,UK,Phone,Payments & Payouts,154,123,30,136,106
2026-06-29,UK,Chat,Payments & Payouts,118,102,25,109,81
2026-06-29,UK,Email,Payments & Payouts,72,55,14,65,44
2026-06-29,UK,Phone,Listing & Selling,158,132,31,140,118
2026-06-29,UK,Chat,Listing & Selling,122,109,26,114,94
2026-06-29,UK,Email,Listing & Selling,70,73,18,63,47
2026-06-29,UK,Phone,Account Access,126,109,26,110,91
2026-06-29,UK,Chat,Account Access,97,95,23,86,67
2026-06-29,UK,Email,Account Access,56,51,13,50,37
2026-06-29,UK,Phone,Buyer & Seller Disputes,91,78,20,83,61
2026-06-29,UK,Chat,Buyer & Seller Disputes,70,61,16,61,42
2026-06-29,UK,Email,Buyer & Seller Disputes,44,33,9,40,26
2026-06-29,DE,Phone,Returns & Refunds,152,113,29,140,107
2026-06-29,DE,Chat,Returns & Refunds,123,121,31,108,78
2026-06-29,DE,Email,Returns & Refunds,69,50,13,65,44
2026-06-29,DE,Phone,Shipping & Delivery,128,112,28,112,85
2026-06-29,DE,Chat,Shipping & Delivery,98,99,25,88,64
2026-06-29,DE,Email,Shipping & Delivery,58,42,11,52,36
2026-06-29,DE,Phone,Payments & Payouts,108,103,26,98,75
2026-06-29,DE,Chat,Payments & Payouts,83,76,19,77,57
2026-06-29,DE,Email,Payments & Payouts,47,42,11,41,28
2026-06-29,DE,Phone,Listing & Selling,96,75,18,86,70
2026-06-29,DE,Chat,Listing & Selling,74,69,17,65,53
2026-06-29,DE,Email,Listing & Selling,44,35,9,39,29
2026-06-29,DE,Phone,Account Access,78,75,18,73,59
2026-06-29,DE,Chat,Account Access,58,61,15,51,40
2026-06-29,DE,Email,Account Access,34,31,8,31,23
2026-06-29,DE,Phone,Buyer & Seller Disputes,57,53,14,51,37
2026-06-29,DE,Chat,Buyer & Seller Disputes,44,42,11,39,27
2026-06-29,DE,Email,Buyer & Seller Disputes,26,22,6,23,14
2026-07-06,US,Phone,Returns & Refunds,896,796,211,841,627
2026-07-06,US,Chat,Returns & Refunds,653,565,148,606,452
2026-07-06,US,Email,Returns & Refunds,378,251,68,353,234
2026-07-06,US,Phone,Shipping & Delivery,530,407,99,477,377
2026-07-06,US,Chat,Shipping & Delivery,443,349,85,410,317
2026-07-06,US,Email,Shipping & Delivery,235,236,60,210,148
2026-07-06,US,Phone,Payments & Payouts,462,454,112,419,325
2026-07-06,US,Chat,Payments & Payouts,357,274,68,308,241
2026-07-06,US,Email,Payments & Payouts,198,153,39,173,124
2026-07-06,US,Phone,Listing & Selling,395,321,76,366,318
2026-07-06,US,Chat,Listing & Selling,301,265,62,281,232
2026-07-06,US,Email,Listing & Selling,165,130,32,143,112
2026-07-06,US,Phone,Account Access,299,312,75,263,223
2026-07-06,US,Chat,Account Access,254,266,64,224,183
2026-07-06,US,Email,Account Access,138,118,29,129,97
2026-07-06,US,Phone,Buyer & Seller Disputes,238,188,48,220,160
2026-07-06,US,Chat,Buyer & Seller Disputes,178,143,37,162,114
2026-07-06,US,Email,Buyer & Seller Disputes,101,82,22,89,60
2026-07-06,UK,Phone,Returns & Refunds,282,284,69,263,198
2026-07-06,UK,Chat,Returns & Refunds,219,166,41,193,146
2026-07-06,UK,Email,Returns & Refunds,128,112,29,113,76
2026-07-06,UK,Phone,Shipping & Delivery,217,181,44,189,145
2026-07-06,UK,Chat,Shipping & Delivery,167,131,32,150,114
2026-07-06,UK,Email,Shipping & Delivery,99,103,26,87,63
2026-07-06,UK,Phone,Payments & Payouts,168,164,40,151,115
2026-07-06,UK,Chat,Payments & Payouts,135,131,32,124,93
2026-07-06,UK,Email,Payments & Payouts,73,55,14,68,47
2026-07-06,UK,Phone,Listing & Selling,147,123,29,127,107
2026-07-06,UK,Chat,Listing & Selling,110,118,28,99,82
2026-07-06,UK,Email,Listing & Selling,61,49,12,53,40
2026-07-06,UK,Phone,Account Access,126,137,33,117,96
2026-07-06,UK,Chat,Account Access,93,83,20,85,68
2026-07-06,UK,Email,Account Access,57,44,11,51,37
2026-07-06,UK,Phone,Buyer & Seller Disputes,94,90,23,86,61
2026-07-06,UK,Chat,Buyer & Seller Disputes,72,57,15,66,46
2026-07-06,UK,Email,Buyer & Seller Disputes,43,37,10,39,26
2026-07-06,DE,Phone,Returns & Refunds,151,146,37,131,99
2026-07-06,DE,Chat,Returns & Refunds,121,102,26,109,78
2026-07-06,DE,Email,Returns & Refunds,63,49,13,57,38
2026-07-06,DE,Phone,Shipping & Delivery,130,100,25,115,88
2026-07-06,DE,Chat,Shipping & Delivery,107,81,20,96,71
2026-07-06,DE,Email,Shipping & Delivery,59,53,14,51,35
2026-07-06,DE,Phone,Payments & Payouts,95,95,24,87,67
2026-07-06,DE,Chat,Payments & Payouts,76,67,17,66,48
2026-07-06,DE,Email,Payments & Payouts,41,38,10,38,26
2026-07-06,DE,Phone,Listing & Selling,97,94,23,90,75
2026-07-06,DE,Chat,Listing & Selling,77,66,16,70,57
2026-07-06,DE,Email,Listing & Selling,42,32,8,39,29
2026-07-06,DE,Phone,Account Access,66,65,16,59,46
2026-07-06,DE,Chat,Account Access,54,53,13,50,40
2026-07-06,DE,Email,Account Access,30,24,6,26,19
2026-07-06,DE,Phone,Buyer & Seller Disputes,55,50,13,48,33
2026-07-06,DE,Chat,Buyer & Seller Disputes,45,34,9,40,28
2026-07-06,DE,Email,Buyer & Seller Disputes,25,18,5,23,14
2026-07-13,US,Phone,Returns & Refunds,872,730,204,785,586
2026-07-13,US,Chat,Returns & Refunds,700,476,135,611,447
2026-07-13,US,Email,Returns & Refunds,398,316,93,357,242
2026-07-13,US,Phone,Shipping & Delivery,596,514,123,532,418
2026-07-13,US,Chat,Shipping & Delivery,463,362,87,435,335
2026-07-13,US,Email,Shipping & Delivery,261,218,55,232,171
2026-07-13,US,Phone,Payments & Payouts,466,360,89,424,342
2026-07-13,US,Chat,Payments & Payouts,358,319,81,335,262
2026-07-13,US,Email,Payments & Payouts,214,202,53,200,139
2026-07-13,US,Phone,Listing & Selling,426,478,110,386,333
2026-07-13,US,Chat,Listing & Selling,342,370,86,302,247
2026-07-13,US,Email,Listing & Selling,188,197,48,172,133
2026-07-13,US,Phone,Account Access,334,273,66,312,267
2026-07-13,US,Chat,Account Access,265,289,69,242,198
2026-07-13,US,Email,Account Access,146,139,35,129,97
2026-07-13,US,Phone,Buyer & Seller Disputes,251,235,61,216,162
2026-07-13,US,Chat,Buyer & Seller Disputes,188,152,39,166,117
2026-07-13,US,Email,Buyer & Seller Disputes,117,101,27,105,69
2026-07-13,UK,Phone,Returns & Refunds,233,235,58,209,156
2026-07-13,UK,Chat,Returns & Refunds,181,176,43,165,122
2026-07-13,UK,Email,Returns & Refunds,110,78,20,98,66
2026-07-13,UK,Phone,Shipping & Delivery,205,199,49,180,138
2026-07-13,UK,Chat,Shipping & Delivery,153,114,28,140,109
2026-07-13,UK,Email,Shipping & Delivery,92,67,17,81,57
2026-07-13,UK,Phone,Payments & Payouts,144,116,28,135,102
2026-07-13,UK,Chat,Payments & Payouts,118,122,30,105,78
2026-07-13,UK,Email,Payments & Payouts,66,58,15,60,43
2026-07-13,UK,Phone,Listing & Selling,145,115,27,127,109
2026-07-13,UK,Chat,Listing & Selling,116,109,26,105,87
2026-07-13,UK,Email,Listing & Selling,65,53,13,56,42
2026-07-13,UK,Phone,Account Access,111,97,23,100,83
2026-07-13,UK,Chat,Account Access,92,99,24,81,65
2026-07-13,UK,Email,Account Access,53,52,13,46,34
2026-07-13,UK,Phone,Buyer & Seller Disputes,88,74,19,78,57
2026-07-13,UK,Chat,Buyer & Seller Disputes,65,47,12,59,40
2026-07-13,UK,Email,Buyer & Seller Disputes,38,30,8,35,22
2026-07-13,DE,Phone,Returns & Refunds,158,148,37,144,108
2026-07-13,DE,Chat,Returns & Refunds,125,91,23,117,87
2026-07-13,DE,Email,Returns & Refunds,72,70,18,64,42
2026-07-13,DE,Phone,Shipping & Delivery,129,123,31,115,87
2026-07-13,DE,Chat,Shipping & Delivery,103,99,25,89,67
2026-07-13,DE,Email,Shipping & Delivery,61,47,12,57,39
2026-07-13,DE,Phone,Payments & Payouts,106,87,22,99,74
2026-07-13,DE,Chat,Payments & Payouts,82,68,17,74,54
2026-07-13,DE,Email,Payments & Payouts,46,42,11,42,29
2026-07-13,DE,Phone,Listing & Selling,94,79,19,86,70
2026-07-13,DE,Chat,Listing & Selling,72,66,16,63,50
